id,num_sold
230457,43.48886
230458,38.701935
230459,38.701935
230460,197.82541
230461,1345.347
230462,1104.8595
230463,602.37036
230464,701.4188
230465,383.7132
230466,2714.9973
230467,2234.0024
230468,1231.0238
230469,1434.3905
230470,449.86865
230471,3188.9473
230472,2641.5315
230473,1449.3901
230474,1690.7201
230475,117.856064
230476,810.54114
230477,667.46906
230478,363.29807
230479,427.08514
230480,233.94795
230481,1660.9862
230482,1376.3025
230483,751.84204
230484,870.871
230485,280.01654
230486,1956.8693
230487,1614.0219
230488,884.4282
230489,1021.70667
230490,541.22473
230491,698.76794
230492,574.065
230493,319.43573
230494,375.0182
230495,386.7428
230496,1445.211
230497,1191.8748
230498,648.3513
230499,749.5841
230500,306.84323
230501,1706.1774
230502,1406.9747
230503,768.6737
230504,892.29205
230505,107.77019
230506,696.32806
230507,573.08594
230508,311.25217
230509,362.82425
230510,199.21211
230511,1429.3353
230512,1177.4344
230513,643.86005
230514,744.0128
230515,239.04247
230516,1704.5018
230517,1387.9567
230518,763.3889
230519,887.55884
230520,74.951836
230521,513.134
230522,418.17712
230523,226.21686
230524,263.72397
230525,147.12315
230526,1035.9734
230527,854.2891
230528,468.61115
230529,539.6668
230530,175.32172
230531,1233.381
230532,1015.3522
230533,561.69073
230534,646.1195
230535,519.8066
230536,38.701935
230537,38.701935
230538,38.763115
230539,38.701935
230540,282.92578
230541,44.507996
230542,39.232594
230543,38.701935
230544,38.701935
230545,145.37292
230546,48.7854
230547,43.48886
230548,38.701935
230549,38.701935
230550,197.82541
230551,1345.347
230552,1104.8595
230553,602.37036
230554,701.4188
230555,383.7132
230556,2714.9973
230557,2234.0024
230558,1231.0238
230559,1434.3905
230560,449.86865
230561,3188.9473
230562,2641.5315
230563,1449.3901
230564,1690.7201
230565,117.856064
230566,810.54114
230567,667.46906
230568,363.29807
230569,427.08514
230570,233.94795
230571,1660.986
230572,1376.3025
230573,751.84204
230574,870.871
230575,280.01654
230576,1956.8693
230577,1614.022
230578,884.4282
230579,1021.70667
230580,541.22473
230581,698.76794
230582,574.065
230583,319.43573
230584,375.0182
230585,386.7428
230586,1445.211
230587,1191.8748
230588,648.3513
230589,749.5841
230590,306.84323
230591,1706.1774
230592,1406.9747
230593,768.6737
230594,892.29205
230595,107.77019
230596,696.32806
230597,573.08594
230598,311.25217
230599,362.82425
230600,199.21211
230601,1429.3353
230602,1177.4344
230603,643.86
230604,744.0128
230605,239.04247
230606,1704.5018
230607,1387.9567
230608,763.3889
230609,887.5588
230610,74.951836
230611,513.134
230612,418.17712
230613,226.21686
230614,263.72397
230615,147.12315
230616,1035.9734
230617,854.2891
230618,468.61115
230619,539.6668
230620,175.32172
230621,1233.381
230622,1015.3522
230623,561.69073
230624,646.1195
230625,519.8066
230626,38.701935
230627,38.701935
230628,38.763115
230629,38.701935
230630,282.92578
230631,44.507996
230632,39.232594
230633,38.701935
230634,38.701935
230635,145.37292
230636,48.7854
230637,43.48886
230638,38.701935
230639,38.701935
230640,197.82541
230641,1345.3469
230642,1104.8595
230643,602.37036
230644,701.4188
230645,383.7132
230646,2714.9973
230647,2234.0024
230648,1231.0238
230649,1434.3905
230650,449.86865
230651,3188.9473
230652,2641.5315
230653,1449.3901
230654,1690.7201
230655,117.856064
230656,810.54114
230657,667.46906
230658,363.29807
230659,427.08514
230660,233.94795
230661,1660.986
230662,1376.3025
230663,751.84204
230664,870.871
230665,280.01654
230666,1956.8693
230667,1614.0219
230668,884.4282
230669,1021.70667
230670,541.22473
230671,698.76794
230672,574.06494
230673,319.43573
230674,375.0182
230675,386.7428
230676,1445.211
230677,1191.8748
230678,648.3513
230679,749.5841
230680,306.84323
230681,1706.1774
230682,1406.9747
230683,768.6737
230684,892.29205
230685,107.77019
230686,696.32806
230687,573.08594
230688,311.25217
230689,362.82425
230690,199.21211
230691,1429.3353
230692,1177.4344
230693,643.86
230694,744.0128
230695,239.04247
230696,1704.5018
230697,1387.9567
230698,763.3889
230699,887.55884
230700,74.951836
230701,513.134
230702,418.17712
230703,226.21686
230704,263.72394
230705,147.12315
230706,1035.9734
230707,854.2891
230708,468.61115
230709,539.6668
230710,175.32172
230711,1233.381
230712,1015.3522
230713,561.69073
230714,646.1195
230715,519.8066
230716,38.701935
230717,38.701935
230718,38.763115
230719,38.701935
230720,282.92578
230721,44.507996
230722,39.232594
230723,38.701935
230724,38.701935
230725,145.37292
230726,48.7854
230727,43.48886
230728,38.701935
230729,38.701935
230730,197.82541
230731,1345.347
230732,1104.8595
230733,602.37036
230734,701.4188
230735,383.7132
230736,2714.9976
230737,2234.0024
230738,1231.0238
230739,1434.3905
230740,449.86865
230741,3188.9473
230742,2641.5315
230743,1449.3901
230744,1690.7201
230745,117.856064
230746,810.54114
230747,667.46906
230748,363.29807
230749,427.08514
230750,233.94795
230751,1660.986
230752,1376.3025
230753,751.84204
230754,870.871
230755,280.01654
230756,1956.8693
230757,1614.0219
230758,884.4282
230759,1021.70667
230760,541.22473
230761,698.76794
230762,574.065
230763,319.43573
230764,375.0182
230765,386.7428
230766,1445.211
230767,1191.8748
230768,648.3514
230769,749.5841
230770,306.84323
230771,1706.1774
230772,1406.9747
230773,768.6737
230774,892.29205
230775,107.77019
230776,696.32806
230777,573.08594
230778,311.25217
230779,362.82425
230780,199.21211
230781,1429.3353
230782,1177.4344
230783,643.86
230784,744.0128
230785,239.04247
230786,1704.5018
230787,1387.9567
230788,763.3889
230789,887.55884
230790,74.951836
230791,513.134
230792,418.17712
230793,226.21686
230794,263.72397
230795,147.12315
230796,1035.9734
230797,854.2891
230798,468.61115
230799,539.6668
230800,175.32172
230801,1233.381
230802,1015.3522
230803,561.69073
230804,646.1195
230805,519.8066
230806,38.701935
230807,38.701935
230808,38.763115
230809,38.701935
230810,282.92578
230811,44.507996
230812,39.232594
230813,38.701935
230814,38.701935
230815,145.37292
230816,48.7854
230817,43.48886
230818,38.701935
230819,38.701935
230820,197.82541
230821,1345.347
230822,1104.8595
230823,602.37036
230824,701.4188
230825,383.7132
230826,2714.9973
230827,2234.0024
230828,1231.0238
230829,1434.3905
230830,449.86865
230831,3188.9473
230832,2641.5315
230833,1449.3903
230834,1690.7201
230835,117.856064
230836,810.54114
230837,667.46906
230838,363.29807
230839,427.08514
230840,233.94795
230841,1660.986
230842,1376.3025
230843,751.84204
230844,870.871
230845,280.01654
230846,1956.8693
230847,1614.0219
230848,884.4282
230849,1021.70667
230850,541.22473
230851,698.76794
230852,574.065
230853,319.43573
230854,375.0182
230855,386.7428
230856,1445.211
230857,1191.8748
230858,648.3513
230859,749.5841
230860,306.84323
230861,1706.1774
230862,1406.9747
230863,768.6737
230864,892.2921
230865,107.77019
230866,696.32806
230867,573.08594
230868,311.25217
230869,362.82425
230870,199.21211
230871,1429.3353
230872,1177.4344
230873,643.86
230874,744.0128
230875,239.04247
230876,1704.5018
230877,1387.9567
230878,763.3889
230879,887.55884
230880,74.951836
230881,513.134
230882,418.17712
230883,226.21686
230884,263.72397
230885,147.12315
230886,1035.9734
230887,854.2891
230888,468.61115
230889,539.6668
230890,175.32172
230891,1233.381
230892,1015.3522
230893,561.69073
230894,646.1195
230895,519.8066
230896,38.701935
230897,38.701935
230898,38.763115
230899,38.701935
230900,282.92578
230901,44.507996
230902,39.232594
230903,38.701935
230904,38.701935
230905,145.37292
230906,48.7854
230907,43.48886
230908,38.701935
230909,38.701935
230910,197.82541
230911,1345.347
230912,1104.8595
230913,602.37036
230914,701.4188
230915,383.7132
230916,2714.9973
230917,2234.0024
230918,1231.0238
230919,1434.3905
230920,449.86865
230921,3188.9473
230922,2641.5315
230923,1449.3901
230924,1690.7201
230925,117.856064
230926,810.54114
230927,667.46906
230928,363.29807
230929,427.08517
230930,233.94795
230931,1660.986
230932,1376.3025
230933,751.84204
230934,870.871
230935,280.01654
230936,1956.8693
230937,1614.0219
230938,884.4282
230939,1021.70667
230940,541.22473
230941,698.76794
230942,574.065
230943,319.43573
230944,375.0182
230945,386.7428
230946,1445.211
230947,1191.8748
230948,648.3513
230949,749.5841
230950,306.84323
230951,1706.1774
230952,1406.9747
230953,768.6737
230954,892.29205
230955,107.77019
230956,696.32806
230957,573.08594
230958,311.25217
230959,362.82425
230960,199.21211
230961,1429.3353
230962,1177.4344
230963,643.86
230964,744.0128
230965,239.04247
230966,1704.5018
230967,1387.9567
230968,763.3889
230969,887.55884
230970,74.951836
230971,513.134
230972,418.17712
230973,226.21686
230974,263.72397
230975,147.12315
230976,1035.9734
230977,854.2891
230978,468.61115
230979,539.6668
230980,175.32172
230981,1233.381
230982,1015.3522
230983,561.69073
230984,646.1195
230985,519.8066
230986,38.701935
230987,38.701935
230988,38.763115
230989,38.701935
230990,282.92578
230991,44.507996
230992,39.232594
230993,38.701935
230994,38.701935
230995,145.37292
230996,48.7854
230997,43.48886
230998,38.701935
230999,38.701935
231000,197.82541
231001,1345.347
231002,1104.8595
231003,602.37036
231004,701.4188
231005,383.7132
231006,2714.9973
231007,2234.0024
231008,1231.0238
231009,1434.3905
231010,449.86865
231011,3188.9473
231012,2641.5315
231013,1449.3901
231014,1690.7201
231015,117.856064
231016,810.54114
231017,667.46906
231018,363.29807
231019,427.08514
231020,233.94795
231021,1660.986
231022,1376.3025
231023,751.84204
231024,870.87103
231025,280.01654
231026,1956.8693
231027,1614.0219
231028,884.4282
231029,1021.70667
231030,541.22473
231031,698.76794
231032,574.065
231033,319.43573
231034,375.0182
231035,386.7428
231036,1445.211
231037,1191.8748
231038,648.3513
231039,749.5841
231040,306.84323
231041,1706.1774
231042,1406.9747
231043,768.6737
231044,892.29205
231045,107.77019
231046,696.32806
231047,573.08594
231048,311.25217
231049,362.82425
231050,199.21211
231051,1429.3353
231052,1177.4344
231053,643.86
231054,744.0128
231055,239.04247
231056,1704.5018
231057,1387.9567
231058,763.3889
231059,887.55884
231060,74.951836
231061,513.134
231062,418.17712
231063,226.21686
231064,263.72397
231065,147.12315
231066,1035.9734
231067,854.2891
231068,468.61115
231069,539.6668
231070,175.32172
231071,1233.381
231072,1015.3522
231073,561.69073
231074,646.1195
231075,519.8066
231076,38.701935
231077,38.701935
231078,38.763115
231079,38.701935
231080,282.92578
231081,44.507996
231082,39.232594
231083,38.701935
231084,38.701935
231085,145.37292
231086,48.7854
231087,43.48886
231088,38.701935
231089,38.701935
231090,197.82541
231091,1345.347
231092,1104.8595
231093,602.37036
231094,701.4188
231095,383.7132
231096,2714.9973
231097,2234.0024
231098,1231.0238
231099,1434.3905
231100,449.86865
231101,3188.9473
231102,2641.5315
231103,1449.3901
231104,1690.7201
231105,117.856064
231106,810.54114
231107,667.46906
231108,363.29807
231109,427.08514
231110,233.94795
231111,1660.986
231112,1376.3025
231113,751.84204
231114,870.871
231115,280.01654
231116,1956.8693
231117,1614.0219
231118,884.4282
231119,1021.70667
231120,541.2247
231121,698.7679
231122,574.065
231123,319.43573
231124,375.0182
231125,386.7428
231126,1445.211
231127,1191.8748
231128,648.3513
231129,749.5841
231130,306.84323
231131,1706.1774
231132,1406.9747
231133,768.6737
231134,892.29205
231135,107.77019
231136,696.32806
231137,573.08594
231138,311.25217
231139,362.82425
231140,199.21211
231141,1429.3353
231142,1177.4344
231143,643.86
231144,744.0128
231145,239.04247
231146,1704.5018
231147,1387.9567
231148,763.3889
231149,887.55884
231150,74.951836
231151,513.134
231152,418.17712
231153,226.21686
231154,263.72397
231155,147.12315
231156,1035.9734
231157,854.2891
231158,468.61115
231159,539.6668
231160,175.32172
231161,1233.381
231162,1015.3522
231163,561.69073
231164,646.1195
231165,519.8066
231166,38.701935
231167,38.701935
231168,38.763115
231169,38.701935
231170,282.92578
231171,44.507996
231172,39.232594
231173,38.701935
231174,38.701935
231175,145.37292
231176,48.7854
231177,43.48886
231178,38.701935
231179,38.701935
231180,197.82541
231181,1345.347
231182,1104.8595
231183,602.37036
231184,701.4188
231185,383.71317
231186,2714.9973
231187,2234.0024
231188,1231.0238
231189,1434.3905
231190,449.86865
231191,3188.9473
231192,2641.5315
231193,1449.3901
231194,1690.7201
231195,117.856064
231196,810.54114
231197,667.46906
231198,363.29807
231199,427.08514
231200,233.94795
231201,1660.986
231202,1376.3025
231203,751.84204
231204,870.871
231205,280.01654
231206,1956.8693
231207,1614.0219
231208,884.4282
231209,1021.70667
231210,541.22473
231211,698.76794
231212,574.065
231213,319.43573
231214,375.0182
231215,386.7428
231216,1445.211
231217,1191.8746
231218,648.3513
231219,749.5841
231220,306.84323
231221,1706.1774
231222,1406.9747
231223,768.6737
231224,892.29205
231225,107.77019
231226,696.32806
231227,573.08594
231228,311.25217
231229,362.82425
231230,199.21211
231231,1429.3353
231232,1177.4344
231233,643.86
231234,744.0128
231235,239.04247
231236,1704.5018
231237,1387.9567
231238,763.3889
231239,887.55884
231240,74.951836
231241,513.134
231242,418.17712
231243,226.21686
231244,263.72397
231245,147.12315
231246,1035.9734
231247,854.2891
231248,468.61115
231249,539.6668
231250,175.32172
231251,1233.381
231252,1015.3522
231253,561.69073
231254,646.1195
231255,519.8066
231256,38.701935
231257,38.701935
231258,38.763115
231259,38.701935
231260,282.92578
231261,44.507996
231262,39.232594
231263,38.701935
231264,38.701935
231265,145.37292
231266,48.7854
231267,43.48886
231268,38.701935
231269,38.701935
231270,197.82541
231271,1345.347
231272,1104.8595
231273,602.37036
231274,701.4188
231275,383.7132
231276,2714.9973
231277,2234.0024
231278,1231.0238
231279,1434.3905
231280,449.86865
231281,3188.9473
231282,2641.5315
231283,1449.3901
231284,1690.7201
231285,117.856064
231286,810.54114
231287,667.46906
231288,363.29807
231289,427.08514
231290,233.94795
231291,1660.986
231292,1376.3025
231293,751.84204
231294,870.871
231295,280.01654
231296,1956.8693
231297,1614.0219
231298,884.4282
231299,1021.70667
231300,541.22473
231301,698.76794
231302,574.065
231303,319.43573
231304,375.0182
231305,386.7428
231306,1445.211
231307,1191.8748
231308,648.3513
231309,749.5841
231310,306.84323
231311,1706.1774
231312,1406.9749
231313,768.6737
231314,892.29205
231315,107.77019
231316,696.32806
231317,573.08594
231318,311.25217
231319,362.82425
231320,199.21211
231321,1429.3353
231322,1177.4344
231323,643.86
231324,744.0128
231325,239.04247
231326,1704.5018
231327,1387.9567
231328,763.3889
231329,887.55884
231330,74.951836
231331,513.134
231332,418.17712
231333,226.21686
231334,263.72397
231335,147.12315
231336,1035.9734
231337,854.2891
231338,468.61115
231339,539.6668
231340,175.32172
231341,1233.381
231342,1015.3522
231343,561.69073
231344,646.11945
231345,519.8066
231346,38.701935
231347,38.701935
231348,38.763115
231349,38.701935
231350,282.92578
231351,44.507996
231352,39.232594
231353,38.701935
231354,38.701935
231355,145.37292
231356,48.7854
231357,43.48886
231358,38.701935
231359,38.701935
231360,197.82541
231361,1345.347
231362,1104.8595
231363,602.37036
231364,701.4188
231365,383.7132
231366,2714.9973
231367,2234.0024
231368,1231.0238
231369,1434.3905
231370,449.86865
231371,3188.9473
231372,2641.5315
231373,1449.3901
231374,1690.7201
231375,117.856064
231376,810.54114
231377,667.469
231378,363.29807
231379,427.08514
231380,233.94795
231381,1660.986
231382,1376.3025
231383,751.84204
231384,870.871
231385,280.01654
231386,1956.8693
231387,1614.0219
231388,884.4282
231389,1021.70667
231390,541.22473
231391,698.76794
231392,574.065
231393,319.43573
231394,375.0182
231395,386.7428
231396,1445.211
231397,1191.8748
231398,648.3513
231399,749.5841
231400,306.84323
231401,1706.1774
231402,1406.9747
231403,768.6737
231404,892.29205
231405,107.77019
231406,696.32806
231407,573.08594
231408,311.25217
231409,362.82428
231410,199.21211
231411,1429.3353
231412,1177.4344
231413,643.86
231414,744.0128
231415,239.04247
231416,1704.5018
231417,1387.9567
231418,763.3889
231419,887.55884
231420,74.951836
231421,513.134
231422,418.17712
231423,226.21686
231424,263.72397
231425,147.12315
231426,1035.9734
231427,854.2891
231428,468.61115
231429,539.6668
231430,175.32172
231431,1233.381
231432,1015.3522
231433,561.69073
231434,646.1195
231435,519.8066
231436,38.701935
231437,38.701935
231438,38.763115
231439,38.701935
231440,282.92578
231441,44.507996
231442,39.232594
231443,38.701935
231444,38.701935
231445,145.37292
231446,48.7854
231447,43.48886
231448,38.701935
231449,38.701935
231450,197.82541
231451,1345.347
231452,1104.8595
231453,602.37036
231454,701.4188
231455,383.7132
231456,2714.9973
231457,2234.0024
231458,1231.0238
231459,1434.3905
231460,449.86865
231461,3188.9473
231462,2641.5315
231463,1449.3901
231464,1690.7201
231465,117.856064
231466,810.54114
231467,667.46906
231468,363.29807
231469,427.08514
231470,233.94795
231471,1660.986
231472,1376.3025
231473,751.84204
231474,870.871
231475,280.01654
231476,1956.8693
231477,1614.0219
231478,884.4282
231479,1021.70667
231480,541.22473
231481,698.76794
231482,574.065
231483,319.43573
231484,375.0182
231485,386.7428
231486,1445.211
231487,1191.8748
231488,648.3513
231489,749.5841
231490,306.84323
231491,1706.1774
231492,1406.9747
231493,768.6737
231494,892.29205
231495,107.77019
231496,696.32806
231497,573.08594
231498,311.25217
231499,362.82425
231500,199.21211
231501,1429.3353
231502,1177.4344
231503,643.86
231504,744.0128
231505,239.04245
231506,1704.5018
231507,1387.9567
231508,763.3889
231509,887.55884
231510,74.951836
231511,513.134
231512,418.17712
231513,226.21686
231514,263.72397
231515,147.12315
231516,1035.9734
231517,854.2891
231518,468.61115
231519,539.6668
231520,175.32172
231521,1233.381
231522,1015.3522
231523,561.69073
231524,646.1195
231525,519.8066
231526,38.701935
231527,38.701935
231528,38.763115
231529,38.701935
231530,282.92578
231531,44.507996
231532,39.232594
231533,38.701935
231534,38.701935
231535,145.37292
231536,48.7854
231537,43.48886
231538,38.701935
231539,38.701935
231540,197.82541
231541,1345.347
231542,1104.8595
231543,602.37036
231544,701.4188
231545,383.7132
231546,2714.9973
231547,2234.0024
231548,1231.0238
231549,1434.3905
231550,449.86865
231551,3188.9473
231552,2641.5315
231553,1449.3901
231554,1690.7201
231555,117.856064
231556,810.54114
231557,667.46906
231558,363.29807
231559,427.08514
231560,233.94795
231561,1660.986
231562,1376.3025
231563,751.84204
231564,870.871
231565,280.01654
231566,1956.8693
231567,1614.0219
231568,884.42816
231569,1021.70667
231570,541.22473
231571,698.76794
231572,574.065
231573,319.43573
231574,375.0182
231575,386.7428
231576,1445.211
231577,1191.8748
231578,648.3513
231579,749.5841
231580,306.84323
231581,1706.1774
231582,1406.9747
231583,768.6737
231584,892.29205
231585,107.77019
231586,696.32806
231587,573.08594
231588,311.25217
231589,362.82425
231590,199.21211
231591,1429.3353
231592,1177.4344
231593,643.86
231594,744.0128
231595,239.04247
231596,1704.5018
231597,1387.9567
231598,763.3889
231599,887.55884
231600,74.95183
231601,513.134
231602,418.17712
231603,226.21686
231604,263.72397
231605,147.12315
231606,1035.9734
231607,854.2891
231608,468.61115
231609,539.6668
231610,175.32172
231611,1233.381
231612,1015.3522
231613,561.69073
231614,646.1195
231615,519.8066
231616,38.701935
231617,38.701935
231618,38.763115
231619,38.701935
231620,282.92578
231621,44.507996
231622,39.232594
231623,38.701935
231624,38.701935
231625,145.37292
231626,48.7854
231627,43.48886
231628,38.701935
231629,38.701935
231630,197.82541
231631,1345.347
231632,1104.8595
231633,602.37036
231634,701.4188
231635,383.7132
231636,2714.9973
231637,2234.0024
231638,1231.0238
231639,1434.3905
231640,449.86865
231641,3188.9473
231642,2641.5315
231643,1449.3901
231644,1690.7201
231645,117.856064
231646,810.54114
231647,667.46906
231648,363.29807
231649,427.08514
231650,233.94795
231651,1660.986
231652,1376.3025
231653,751.84204
231654,870.871
231655,280.01654
231656,1956.8693
231657,1614.0219
231658,884.4282
231659,1021.70667
231660,541.22473
231661,698.76794
231662,574.065
231663,319.43573
231664,375.0182
231665,386.7428
231666,1445.211
231667,1191.8748
231668,648.3513
231669,749.5841
231670,306.84323
231671,1706.1774
231672,1406.9747
231673,768.6737
231674,892.29205
231675,107.77019
231676,696.32806
231677,573.08594
231678,311.25217
231679,362.82425
231680,199.21211
231681,1429.3353
231682,1177.4344
231683,643.86
231684,744.0128
231685,239.04247
231686,1704.5018
231687,1387.9567
231688,763.3889
231689,887.55884
231690,74.951836
231691,513.134
231692,418.17712
231693,226.21686
231694,263.72397
231695,147.12315
231696,1035.9733
231697,854.2892
231698,468.61115
231699,539.6668
231700,175.32172
231701,1233.381
231702,1015.3522
231703,561.69073
231704,646.1195
231705,519.8066
231706,38.701935
231707,38.701935
231708,38.763115
231709,38.701935
231710,282.92578
231711,44.507996
231712,39.232594
231713,38.701935
231714,38.701935
231715,145.37292
231716,48.7854
231717,43.48886
231718,38.701935
231719,38.701935
231720,197.82541
231721,1345.347
231722,1104.8595
231723,602.37036
231724,701.4188
231725,383.7132
231726,2714.9973
231727,2234.0024
231728,1231.0238
231729,1434.3905
231730,449.86865
231731,3188.9473
231732,2641.5315
231733,1449.3901
231734,1690.7201
231735,117.856064
231736,810.54114
231737,667.46906
231738,363.29807
231739,427.08514
231740,233.94795
231741,1660.986
231742,1376.3025
231743,751.84204
231744,870.871
231745,280.01654
231746,1956.8693
231747,1614.0219
231748,884.4282
231749,1021.70667
231750,541.22473
231751,698.76794
231752,574.065
231753,319.43573
231754,375.0182
231755,386.7428
231756,1445.211
231757,1191.8748
231758,648.3513
231759,749.5841
231760,306.84323
231761,1706.1771
231762,1406.9747
231763,768.6737
231764,892.29205
231765,107.77019
231766,696.32806
231767,573.08594
231768,311.25217
231769,362.82425
231770,199.21211
231771,1429.3353
231772,1177.4344
231773,643.86
231774,744.0128
231775,239.04247
231776,1704.5018
231777,1387.9567
231778,763.3889
231779,887.55884
231780,74.951836
231781,513.134
231782,418.17712
231783,226.21686
231784,263.72397
231785,147.12315
231786,1035.9734
231787,854.2891
231788,468.61115
231789,539.6668
231790,175.32172
231791,1233.381
231792,1015.3521
231793,561.6907
231794,646.1195
231795,519.8066
231796,38.701935
231797,38.701935
231798,38.763115
231799,38.701935
231800,282.92578
231801,44.507996
231802,39.232594
231803,38.701935
231804,38.701935
231805,145.37292
231806,48.7854
231807,43.48886
231808,38.701935
231809,38.701935
231810,197.82541
231811,1345.347
231812,1104.8595
231813,602.37036
231814,701.4188
231815,383.7132
231816,2714.9973
231817,2234.0024
231818,1231.0238
231819,1434.3905
231820,449.86865
231821,3188.9473
231822,2641.5315
231823,1449.3901
231824,1690.7201
231825,117.856064
231826,810.54114
231827,667.46906
231828,363.29807
231829,427.08514
231830,233.94795
231831,1660.986
231832,1376.3025
231833,751.84204
231834,870.871
